"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"Interview","UpcomingVoteInterview","Type = Answer1; VoteType = PartChangeVote;","Player","Honestly? I don't really see what it will add to the sport.","PSG_10004136","Type = Question2;","","TRUE","PlayerSupportsVote = False;","","","En toute honnêteté ? Je ne vois pas vraiment ce que ça peut ajouter au sport.","Sinceramente non vedo quali benefici potrebbe apportare.","Meine Meinung? Ich sehe nicht, wie das dem Sport zugutekommen soll.","No sé qué aportaría a este deporte, la verdad.","Sinceramente? Eu realmente não vejo o que isso adicionaria ao esporte.","Mijn eerlijke mening? Ik zie niet in wat het toevoegt aan de sport.","Őszintén? Nem igazán látom, mit adhatna a sportágnak. ","Szczerze? Nie mam pojęcia co to wniesie do sportu.","Честно? Я не знаю, что это даст спорту в целом."
"Interview","UpcomingVoteInterview","Type = Question1; VoteType = TrackChangeVote; ","MediaPerson","Next week's GMA meeting is all about {RuleNewTrack:Name}. Could you tell us your thinking, ahead of the vote?","PSG_10004034","Type = Answer1","","TRUE","","","","La semaine prochaine, le circuit {RuleNewTrack:Name} sera au centre des discussions de la GMA. Quel est votre avis, concernant ce vote ?","L'incontro della GMA della prossima settimana si terrà in località: {RuleNewTrack:Name}. Puoi dirci che cosa ne pensi, prima del voto?","Bei der GMA-Versammlung nächste Woche geht’s in Sachen {RuleNewTrack:Name} um die Wurst. Wie stehen Sie dazu?","La reunión de la próxima semana de la GMA tratará de {RuleNewTrack:Name}. ¿Podrías decirnos cuál es tu opinión al respecto?","Na próxima semana, o encontro da GMA será centrado em {RuleNewTrack:Name}. Pode nos dizer sua opinião, antes da votação?","<gender^RuleNewTrack=M>
De GMA-bijeenkomst volgende week draait volledig om {RuleNewTrack:Name}. Wat is jouw mening, zo voor de stemming?
</gender>
<gender^RuleNewTrack=MP>
De GMA-bijeenkomst volgende week draait volledig om de {RuleNewTrack:Name}. Wat is jouw mening, zo voor de stemming?
</gender>
<gender^RuleNewTrack=F>
De GMA-bijeenkomst volgende week draait volledig om de {RuleNewTrack:Name}. Wat is jouw mening, zo voor de stemming?
</gender>","{RuleNewTrack:Name}: A jövő heti GMA gyűlésen az itteni pálya lesz a téma. El tudnád mondani, hogy te mit gondolsz, még így a szavazás előtt?
","W przyszłym tygodniu w GMA odbędzie spotkanie, którego tematem będzie {RuleNewTrack:Name}. Czy wyprzedzając spotkanie, możesz powiedzieć co na ten temat myślisz?","На следующей неделе ВАА обсуждает {RuleNewTrack:Name}. Можете сказать нам, что вы думаете по этому поводу?"
"Interview","UpcomingVoteInterview","Type = Answer1; VoteType = TrackChangeVote; ","Player","I'd love to see {RuleNewTrack} on the calendar for next season.","PSG_10004035","Type = Question2;","","TRUE","PlayerSupportsVote = True;","","","J'aimerais bien voir {RuleNewTrack} figurer dans le calendrier de la prochaine saison.","Sarei felice di vedere questo tracciato sul calendario della prossima stagione.","Ich hätte nichts dagegen, {RuleNewTrack} im Kalender der nächsten Saison zu sehen.","Me encantaría que {RuleNewTrack} estuviese en el calendario la próxima temporada.","<gender^RuleNewTrack=F>
Eu adoraria ver a {RuleNewTrack} no calendário da próxima temporada.
</gender>
<gender^RuleNewTrack=M>
Eu adoraria ver o {RuleNewTrack} no calendário da próxima temporada.
</gender>
<gender^RuleNewTrack=N>
Eu adoraria ver {RuleNewTrack} no calendário da próxima temporada.
</gender>","Ik zou {RuleNewTrack} graag op de volgende seizoenskalender willen zien.","Én szívesen látnám, ha {RuleNewTrack} bekerülne a jövő évi versenynaptárba.","Bardzo chcę zobaczyć tor {RuleNewTrack} w kalendarzu na następnym sezon.","Мне бы хотелось видеть трассу {RuleNewTrack} в календаре следующего сезона."
"Interview","UpcomingVoteInterview","Type = Answer1; VoteType = TrackChangeVote; ","Player","I'm yet to decide which way to vote.","PSG_10004036","Type = Question2;","","TRUE","PlayerSupportsVote = Undecided;","","","Je n'ai pas encore décidé quoi voter.","Non ho ancora deciso come voterò.","Ich habe mich noch nicht entschieden, wie ich stimmen werde.","Todavía no tengo muy claro qué votar.","Ainda não me decidi como votar.","Ik moet nog beslissen wat ik ga stemmen.","Még nem döntöttem, mire szavazok.","Nie wiem jeszcze jak głosować.","Я пока не знаю, как буду голосовать."
"Interview","UpcomingVoteInterview","Type = Answer1; VoteType = TrackChangeVote; ","Player","I'm against the proposed race in {RuleNewTrack:Name}.","PSG_10004037","Type = Question2;","","TRUE","PlayerSupportsVote = False;","","","Je suis contre l'idée de ce Grand Prix.","Non sono d'accordo con la proposta di gareggiare in questo tracciato.","Ich bin gegen das vorgeschlagene Rennen in {RuleNewTrack:Name}.","Estoy en contra de que se corra en {RuleNewTrack:Name}.","<gender^RuleNewTrack=F>
Eu sou contra a corrida proposta na {RuleNewTrack:Name}.
</gender>
<gender^RuleNewTrack=M>
Eu sou contra a corrida proposta no {RuleNewTrack:Name}.
</gender>
<gender^RuleNewTrack=N>
Eu sou contra a corrida proposta em {RuleNewTrack:Name}.
</gender>
","<gender^RuleNewTrack=M>
Ik ben tegen de voorgestelde race in {RuleNewTrack:Name}.
</gender>
<gender^RuleNewTrack=MP>
Ik ben tegen de voorgestelde race in de {RuleNewTrack:Name}.
</gender>
<gender^RuleNewTrack=F>
Ik ben tegen de voorgestelde race aan de {RuleNewTrack:Name}.
</gender>","Ellenzem, hogy {RuleNewTrack:Name} versenyhelyszín legyen.","Jestem przeciwko zawodom na torze {RuleNewTrack:Name}.","Я против гонки на трассе {RuleNewTrack:Name}."
"Interview","UpcomingVoteInterview","Type = Question1; VoteType = TrackLayoutChangeVote; ","MediaPerson","There's recently been a lot of talk about changing {RuleNewTrack:Name}'s layout. Do you think it's a good idea?","PSG_10004038","Type = Answer1","","TRUE","","","","Il y a eu beaucoup de débats récemment concernant le changement de circuit pour {RuleNewTrack:Name}. Pensez-vous que ce soit une bonne idée ?","Si è discusso molto ultimamente della possibilità di cambiare le caratteristiche di {RuleNewTrack:Name}. Pensi sia una buona idea?","In letzter Zeit wird viel über die Änderung der Streckenführung von {RuleNewTrack:Name} debattiert. Wie stehen Sie dazu?","Últimamente se habla mucho de cambiar el trazado de {RuleNewTrack:Name}. ¿Crees que es buena idea?","{RuleNewTrack:Name}: Recentemente, tem havido muitos comentários sobre mudar o traçado. Você acha que é uma boa ideia?","Er wordt de laatste tijd veel gesproken over het wijzigen van de lay-out van het {RuleNewTrack:Name}-circuit. Vind je dat een goed idee?","{RuleNewTrack:Name}...Jelenleg rengeteget beszélnek ennek a pályának az átrendezésének kapcsán. Szerinted ez jó ötlet?","Ostatnio sporo się mówi o zmianie ustawienia toru {RuleNewTrack:Name}. Myślisz, że to dobry pomysł?","Недавно состоялось много переговоров насчет изменения плана трассы {RuleNewTrack:Name}. Как вы считаете, это хорошая идея?"
"Interview","UpcomingVoteInterview","Type = Answer1; VoteType = TrackLayoutChangeVote; ","Player","Yes, I think a few changes there would be a good idea.","PSG_10004039","Type = Question2;","","TRUE","PlayerSupportsVote = True;","","","Oui, je pense que quelques changements seraient plutôt bénéfiques.","Sì, penso che fare qualche cambiamento a quel circuito sia positivo.","Ja, ein paar Änderungen dort wären sicherlich nicht verkehrt.","Si, creo que le vendría bien algún que otro cambio.","Sim, eu acho que algumas mudanças poderiam ser uma boa ideia.","Ja, het kan volgens mij geen kwaad om daar wat wijzigingen door te voeren.","Igen, szerintem pár ottani változtatás jó ötlet lenne. ","Tak, kilka zmian zawsze jest dobrym pomysłem.","Да, я считаю, что несколько изменений не помешают."
"Interview","UpcomingVoteInterview","Type = Answer1; VoteType = TrackLayoutChangeVote; ","Player","I'm not really sure, to be honest.","PSG_10004040","Type = Question2;","","TRUE","PlayerSupportsVote = Undecided;","","","Hmm, je ne sais pas trop, pour être honnête.","Sinceramente non lo so.","Ehrlich gesagt, ich weiß es nicht.","No lo sé, la verdad.","Para ser sincero, eu não tenho certeza.","Ik weet het niet zeker, om eerlijk te zijn.","Hogy őszinte legyek, nem igazán tudom. ","Nie mam pewności, szczerze mówiąc.","Я не знаю, если честно."
"Interview","UpcomingVoteInterview","Type = Answer1; VoteType = TrackLayoutChangeVote; ","Player","Honestly? No.","PSG_10004041","Type = Question2;","","TRUE","PlayerSupportsVote = False;","","","En toute franchise ? Non.","Sinceramente no.","Hm... Nein.","No, no me lo parece. Para qué te voy a engañar.","Sinceramente? Não.","Mijn eerlijke mening? Nee.","Őszintén? Nem. ","Szczerze? Nie.","Честно? Нет."
"Interview","UpcomingVoteInterview","Type = Question1; VoteType = TrackRemovalVote; ","MediaPerson","Fans of {RuleOldTrack:Name} are up in arms over the prospect of their beloved track being cut from the {Championship:Name} schedule. What do you have to say to them?","PSG_10004042","Type = Answer1","","TRUE","","","","Les fans sont remontés à l'idée que {RuleOldTrack:Name}, leur circuit favori, passe à la trappe en {Championship:Name}. Qu'avez-vous à leur dire ?
","{RuleOldTrack:Name}: i fan del tracciato stanno protestando con veemenza per la possibilità che venga tagliato fuori dal programma del campionato. Che cosa gli diresti?","Fans von {RuleOldTrack:Name} rebellieren regelrecht gegen Pläne, dass ihre geliebte Strecke vom Plan der {Championship:Name}-Liga gestrichen werden soll. Möchten Sie sich dazu äußern?","Los seguidores de {RuleOldTrack:Name} están muy disgustados con la posibilidad de que eliminen la pista del calendario. ¿Qué tienes que decirles?","<gender^Championship=F>
{RuleOldTrack:Name}: fãs estão revoltados com a possibilidade da sua amada pista ser cortada da programação da {Championship:Name}. O que tem a dizer para eles?
</gender>
<gender^Championship=M>
{RuleOldTrack:Name}: fãs estão revoltados com a possibilidade da sua amada pista ser cortada da programação do {Championship:Name}. O que tem a dizer para eles?
</gender>","Fans van de {RuleOldTrack:Name}-race zijn ontsteld over het vooruitzicht dat hun geliefde circuit uit het schema van {TheChampionship:Name} wordt gesneden. Wat wil je tegen ze zeggen?","{RuleOldTrack:Name} hívei felzúdultak a felvetés miatt, ami kihagyná szeretett pályájukat a(z) {Championship:Name} versenynaptárából. Mit üzensz nekik?","{RuleOldTrack:Name} – Fani buntują się przeciwko usunięciu ich ukochanego toru z mistrzostw {Championship:Name}. Masz im coś na ten temat do powiedzenia?","Фанаты трассы {RuleOldTrack:Name} готовы бороться против того, что их любимую трассу, возможно, уберут из расписания чемпионата {Championship:Name}. Что вы им скажете?"
"Interview","UpcomingVoteInterview","Type = Answer1; VoteType = TrackRemovalVote; ","Player","Sorry to say it, but I'm in favour of cutting the track.","PSG_10004043","Type = Question2","Type = Question2; Type = QuoteRemembered; PlayerSupportsVote = True;","TRUE","PlayerSupportsVote = True;","","","C'est dur à admettre, mais je suis plutôt en faveur d'éliminer ce circuit.","Mi dispiace dirlo, ma io sono favorevole all'eliminazione del circuito.","Es tut mir leid, aber ich unterstütze das Vorhaben, die Strecke zu streichen.","Pues, que lo siento en el alma, pero que estoy de acuerdo con su eliminación.","Sinto dizer, mas eu sou a favor de cortar a pista.","Het spijt me verschrikkelijk, maar ik vind dat het circuit weg moet.","Sajnálom, hogy ezt kell mondjam, de én is a pálya kihagyása mellett vagyok. ","Bardzo mi przykro, ale jestem za usunięciem toru.","Мне жаль, но я за то, чтобы трассу убрали."
"Interview","UpcomingVoteInterview","Type = Answer1; VoteType = TrackRemovalVote; ","Player","I'm still making my mind up about this vote, so I'll be listening to their concerns.","PSG_10004044","Type = Question2","Type = Question2; Type = QuoteRemembered; PlayerSupportsVote = Undecided;","TRUE","PlayerSupportsVote = Undecided;","","","Je n'ai pas encore réussi à me prononcer sur le vote, et je prendrais en compte leurs inquiétudes.","Non ho ancora deciso come voterò, perciò ascolterò che cosa hanno da dire.","Ich habe mich noch nicht entschieden, werde mir aber in jedem Fall alle Argumente anhören.","Aún no he decidido qué votar, así que prestaré atención a su opinión.","Ainda estou me decidindo sobre esse voto, então darei ouvidos às opiniões de todos.","Ik ben er nog steeds over aan het nadenken, dus ik neem hun zorgen in overweging.","Még mindig nem döntöttem, mire szavazok majd, így figyelembe veszem az ő aggályaikat is.","Wciąż się zastanawiam nad tym głosowaniem, więc wysłucham wszystkich uwag.","Я до сих пор не могу определиться, поэтому я выслушаю их мнения."
"Interview","UpcomingVoteInterview","Type = Answer1; VoteType = TrackRemovalVote; ","Player","I, for one, love the race in {RuleOldTrack:Name}, and I hope it stays.","PSG_10004045","Type = Question2","Type = Question2; Type = QuoteRemembered; PlayerSupportsVote = False;","TRUE","PlayerSupportsVote = False;","","","En ce qui me concerne, {RuleOldTrack:Name} offre une course remarquable, et j'espère qu'on gardera ce circuit.","A me piace correre a {RuleOldTrack:Name}, spero che rimanga.","Ich mag das Rennen in {RuleOldTrack:Name} und hoffe, alles bleibt beim Alten.","A mí me encanta la carrera de {RuleOldTrack:Name}. Espero que siga muchos años.","Pessoalmente, eu adoro {RuleOldTrack:Name} e espero que continue.","<gender^RuleOldTrack=M>
Ik ben persoonlijk gek op de race in {RuleOldTrack:Name}, en ik hoop dat hij blijft.
</gender>
<gender^RuleOldTrack=MP>
Ik ben persoonlijk gek op de race in de {RuleOldTrack:Name}, en ik hoop dat hij blijft.
</gender>
<gender^RuleOldTrack=F>
Ik ben persoonlijk gek op de race aan de {RuleOldTrack:Name}, en ik hoop dat hij blijft.
</gender>","Én, személy szerint, imádom {RuleOldTrack:Name} versenyeit, és remélem, a pálya marad.","Osobiście uwielbiam tor {RuleOldTrack:Name} i mam nadzieję, że zostanie w zawodach.","Лично мне нравится гонка на трассе {RuleOldTrack:Name}, я надеюсь, ее оставят."
